MSN,state,Year,data
NGRCB,NH,1961,1976

NGRCB,NH,1962,2225

NGRCB,NH,1963,2283

NGRCB,NH,1964,2518

NGRCB,NH,1965,2659

NGRCB,NH,1966,2384

NGRCB,NH,1967,2816

NGRCB,NH,1968,2522

NGRCB,NH,1969,3468

NGRCB,NH,1970,3710

NGRCB,NH,1971,3953

NGRCB,NH,1972,4268

NGRCB,NH,1973,4253

NGRCB,NH,1974,4354

NGRCB,NH,1975,3775

NGRCB,NH,1976,4136

NGRCB,NH,1977,3850

NGRCB,NH,1978,3974

NGRCB,NH,1979,3893

NGRCB,NH,1980,4418

NGRCB,NH,1981,4563

NGRCB,NH,1982,4617

NGRCB,NH,1983,4399

NGRCB,NH,1984,4738

NGRCB,NH,1985,4825

NGRCB,NH,1986,5240

NGRCB,NH,1987,5767

NGRCB,NH,1988,6075

NGRCB,NH,1989,6409

NGRCB,NH,1990,5986

NGRCB,NH,1991,5648

NGRCB,NH,1992,6505

NGRCB,NH,1993,6558

NGRCB,NH,1994,6656

NGRCB,NH,1995,6573

NGRCB,NH,1996,7145

NGRCB,NH,1997,7014

NGRCB,NH,1998,6336

NGRCB,NH,1999,6670

NGRCB,NH,2000,7693

NGRCB,NH,2001,7232

NGRCB,NH,2002,7269

NGRCB,NH,2003,8258

NGRCB,NH,2004,7392

NGRCB,NH,2005,7950

NGRCB,NH,2006,6846

NGRCB,NH,2007,7578

NGRCB,NH,2008,7197

NGRCB,NH,2009,7459

NGRCB,NH,2010,6955

NGRCB,NH,2011,7213

NGRCB,NH,2012,6629

NGRCB,NH,2013,7404

NGRCB,NH,2014,7994

NGRCB,NH,2015,8077

NGRCB,NH,2016,7068

NGRCB,NH,2017,7556

NGRCB,NH,2018,8391

NGRCB,NH,2019,8291

NGRCB,NJ,1960,77747

NGRCB,NJ,1961,91340

NGRCB,NJ,1962,99736

NGRCB,NJ,1963,107482

NGRCB,NJ,1964,112043

NGRCB,NJ,1965,119553

NGRCB,NJ,1966,127770

NGRCB,NJ,1967,140549

NGRCB,NJ,1968,142189

NGRCB,NJ,1969,150870

NGRCB,NJ,1970,143865

NGRCB,NJ,1971,146920

NGRCB,NJ,1972,153771

NGRCB,NJ,1973,140278

NGRCB,NJ,1974,139352

NGRCB,NJ,1975,133432

NGRCB,NJ,1976,152547

NGRCB,NJ,1977,138723

NGRCB,NJ,1978,141122

NGRCB,NJ,1979,129334

NGRCB,NJ,1980,140943

NGRCB,NJ,1981,150792

NGRCB,NJ,1982,153397

NGRCB,NJ,1983,150945

NGRCB,NJ,1984,154860

NGRCB,NJ,1985,154252

NGRCB,NJ,1986,162373

NGRCB,NJ,1987,172769

NGRCB,NJ,1988,186047

NGRCB,NJ,1989,200442

NGRCB,NJ,1990,175838

NGRCB,NJ,1991,181049

NGRCB,NJ,1992,203557

NGRCB,NJ,1993,203249

NGRCB,NJ,1994,226049

NGRCB,NJ,1995,201166

NGRCB,NJ,1996,230905

NGRCB,NJ,1997,224526

NGRCB,NJ,1998,203964

NGRCB,NJ,1999,217754

NGRCB,NJ,2000,227796

NGRCB,NJ,2001,223251

NGRCB,NJ,2002,218030

NGRCB,NJ,2003,253196

NGRCB,NJ,2004,241581

NGRCB,NJ,2005,240343

NGRCB,NJ,2006,204354

NGRCB,NJ,2007,236069

NGRCB,NJ,2008,227801

NGRCB,NJ,2009,232559

NGRCB,NJ,2010,224850

NGRCB,NJ,2011,219187

NGRCB,NJ,2012,196706

NGRCB,NJ,2013,236942

NGRCB,NJ,2014,258878

NGRCB,NJ,2015,248407

NGRCB,NJ,2016,224984

NGRCB,NJ,2017,230803

NGRCB,NJ,2018,257503

NGRCB,NJ,2019,248751

NGRCB,NM,1960,21071

NGRCB,NM,1961,23308

NGRCB,NM,1962,24345

NGRCB,NM,1963,27177

NGRCB,NM,1964,24811

NGRCB,NM,1965,26855

NGRCB,NM,1966,32631

NGRCB,NM,1967,34145

NGRCB,NM,1968,34662

NGRCB,NM,1969,30811

NGRCB,NM,1970,33325

NGRCB,NM,1971,35085

NGRCB,NM,1972,37718

NGRCB,NM,1973,25560

NGRCB,NM,1974,27183

NGRCB,NM,1975,29928

NGRCB,NM,1976,38895

NGRCB,NM,1977,27306

NGRCB,NM,1978,27447

NGRCB,NM,1979,29696

NGRCB,NM,1980,29944

NGRCB,NM,1981,25983

NGRCB,NM,1982,27796

NGRCB,NM,1983,27696

NGRCB,NM,1984,29078

NGRCB,NM,1985,23883

NGRCB,NM,1986,26021

NGRCB,NM,1987,29752

NGRCB,NM,1988,29901

NGRCB,NM,1989,27936

NGRCB,NM,1990,29733

NGRCB,NM,1991,31025

NGRCB,NM,1992,32782

NGRCB,NM,1993,33191

NGRCB,NM,1994,30859

NGRCB,NM,1995,29352

NGRCB,NM,1996,34856

NGRCB,NM,1997,37444

NGRCB,NM,1998,35119

NGRCB,NM,1999,34667

NGRCB,NM,2000,34762

NGRCB,NM,2001,33825

NGRCB,NM,2002,32570

NGRCB,NM,2003,32342

NGRCB,NM,2004,35217

NGRCB,NM,2005,34059

NGRCB,NM,2006,31086

NGRCB,NM,2007,34346

NGRCB,NM,2008,34947

NGRCB,NM,2009,33319

NGRCB,NM,2010,35982

NGRCB,NM,2011,35060

NGRCB,NM,2012,33247

NGRCB,NM,2013,37122

NGRCB,NM,2014,33484

NGRCB,NM,2015,34402

NGRCB,NM,2016,34005

NGRCB,NM,2017,31221

NGRCB,NM,2018,35637

NGRCB,NM,2019,43714

NGRCB,NV,1960,2003

NGRCB,NV,1961,1594

NGRCB,NV,1962,1531

NGRCB,NV,1963,2839

NGRCB,NV,1964,3936

NGRCB,NV,1965,4399

NGRCB,NV,1966,5328

NGRCB,NV,1967,5497

NGRCB,NV,1968,5812

NGRCB,NV,1969,6662

NGRCB,NV,1970,7857

NGRCB,NV,1971,8650

NGRCB,NV,1972,9930

NGRCB,NV,1973,9643

NGRCB,NV,1974,9991

NGRCB,NV,1975,11834

NGRCB,NV,1976,11361

NGRCB,NV,1977,11578

NGRCB,NV,1978,11812

NGRCB,NV,1979,12784

NGRCB,NV,1980,13869

NGRCB,NV,1981,14129

NGRCB,NV,1982,17118

NGRCB,NV,1983,12191

NGRCB,NV,1984,12589

NGRCB,NV,1985,13373

NGRCB,NV,1986,12965

NGRCB,NV,1987,14192

NGRCB,NV,1988,15217

NGRCB,NV,1989,17258

NGRCB,NV,1990,17685

NGRCB,NV,1991,19829

NGRCB,NV,1992,18784

NGRCB,NV,1993,21272

NGRCB,NV,1994,21853

NGRCB,NV,1995,21374

NGRCB,NV,1996,23510

NGRCB,NV,1997,25919

NGRCB,NV,1998,31466

NGRCB,NV,1999,29359

NGRCB,NV,2000,30839

NGRCB,NV,2001,33369

NGRCB,NV,2002,33026

NGRCB,NV,2003,34009

NGRCB,NV,2004,37713

NGRCB,NV,2005,37981

NGRCB,NV,2006,39356

NGRCB,NV,2007,39473

NGRCB,NV,2008,39956

NGRCB,NV,2009,39885

NGRCB,NV,2010,40845

NGRCB,NV,2011,41578

NGRCB,NV,2012,38411

NGRCB,NV,2013,43115

NGRCB,NV,2014,36304

NGRCB,NV,2015,38501

NGRCB,NV,2016,40678

NGRCB,NV,2017,42534

NGRCB,NV,2018,43354

NGRCB,NV,2019,49909

NGRCB,NY,1960,232462

NGRCB,NY,1961,247992

NGRCB,NY,1962,263508

NGRCB,NY,1963,271381

NGRCB,NY,1964,276873

NGRCB,NY,1965,295031

NGRCB,NY,1966,331486

NGRCB,NY,1967,320870

NGRCB,NY,1968,325987

NGRCB,NY,1969,338284

NGRCB,NY,1970,353810

NGRCB,NY,1971,359479

NGRCB,NY,1972,370648

NGRCB,NY,1973,352924

NGRCB,NY,1974,348787

NGRCB,NY,1975,332216

NGRCB,NY,1976,344674

NGRCB,NY,1977,329146

NGRCB,NY,1978,334893

NGRCB,NY,1979,317250

NGRCB,NY,1980,341505

NGRCB,NY,1981,342711

NGRCB,NY,1982,350329

NGRCB,NY,1983,330342

NGRCB,NY,1984,345806

NGRCB,NY,1985,328792

NGRCB,NY,1986,345948

NGRCB,NY,1987,344450

NGRCB,NY,1988,367456

NGRCB,NY,1989,374888

NGRCB,NY,1990,347891

NGRCB,NY,1991,348100

NGRCB,NY,1992,389777

NGRCB,NY,1993,395439

NGRCB,NY,1994,396303

NGRCB,NY,1995,386660

NGRCB,NY,1996,414148

NGRCB,NY,1997,385799

NGRCB,NY,1998,349548

NGRCB,NY,1999,381258

NGRCB,NY,2000,413147

NGRCB,NY,2001,388767

NGRCB,NY,2002,378814

NGRCB,NY,2003,421029

NGRCB,NY,2004,403479

NGRCB,NY,2005,416890

NGRCB,NY,2006,364281

NGRCB,NY,2007,409857

NGRCB,NY,2008,402734

NGRCB,NY,2009,413629

NGRCB,NY,2010,399660

NGRCB,NY,2011,404324

NGRCB,NY,2012,369245

NGRCB,NY,2013,430809

NGRCB,NY,2014,473621

NGRCB,NY,2015,466993

NGRCB,NY,2016,425563

NGRCB,NY,2017,446633

NGRCB,NY,2018,501614

NGRCB,NY,2019,488901

NGRCB,OH,1960,374503

NGRCB,OH,1961,387117

NGRCB,OH,1962,404076

NGRCB,OH,1963,416429

NGRCB,OH,1964,415280

NGRCB,OH,1965,425621

NGRCB,OH,1966,448396

NGRCB,OH,1967,456958

NGRCB,OH,1968,458758

NGRCB,OH,1969,470563

NGRCB,OH,1970,470551

NGRCB,OH,1971,471419

NGRCB,OH,1972,489835

NGRCB,OH,1973,450693

NGRCB,OH,1974,447654

NGRCB,OH,1975,438097

NGRCB,OH,1976,451661

NGRCB,OH,1977,412101

NGRCB,OH,1978,426826

NGRCB,OH,1979,383316

NGRCB,OH,1980,400083

NGRCB,OH,1981,385819

NGRCB,OH,1982,380158

NGRCB,OH,1983,340865

NGRCB,OH,1984,363264

NGRCB,OH,1985,342015

NGRCB,OH,1986,342362

NGRCB,OH,1987,341185

NGRCB,OH,1988,364647

NGRCB,OH,1989,374243

NGRCB,OH,1990,320670

NGRCB,OH,1991,335928

NGRCB,OH,1992,352897

NGRCB,OH,1993,367580

NGRCB,OH,1994,356048

NGRCB,OH,1995,371392

NGRCB,OH,1996,389086

NGRCB,OH,1997,370533

NGRCB,OH,1998,308493

NGRCB,OH,1999,330058

NGRCB,OH,2000,358454

NGRCB,OH,2001,321588

NGRCB,OH,2002,333649

NGRCB,OH,2003,355407

NGRCB,OH,2004,335375

NGRCB,OH,2005,336731

NGRCB,OH,2006,282950

NGRCB,OH,2007,310730

NGRCB,OH,2008,318851

NGRCB,OH,2009,304547

NGRCB,OH,2010,293468

NGRCB,OH,2011,295097

NGRCB,OH,2012,259358

NGRCB,OH,2013,308500

NGRCB,OH,2014,339908

NGRCB,OH,2015,305352

NGRCB,OH,2016,274895

NGRCB,OH,2017,277612

NGRCB,OH,2018,321297

NGRCB,OH,2019,309460

NGRCB,OK,1960,61894

NGRCB,OK,1961,65120

NGRCB,OK,1962,65172

NGRCB,OK,1963,64266

NGRCB,OK,1964,69192

NGRCB,OK,1965,66534

NGRCB,OK,1966,68721

NGRCB,OK,1967,69012

NGRCB,OK,1968,76502

NGRCB,OK,1969,77042

NGRCB,OK,1970,79939

NGRCB,OK,1971,77646

NGRCB,OK,1972,79052

NGRCB,OK,1973,74447

NGRCB,OK,1974,74744

NGRCB,OK,1975,79617

NGRCB,OK,1976,81454

NGRCB,OK,1977,87895

NGRCB,OK,1978,84389

NGRCB,OK,1979,85748

NGRCB,OK,1980,76751

NGRCB,OK,1981,71595

NGRCB,OK,1982,80352

NGRCB,OK,1983,82137

NGRCB,OK,1984,82771

NGRCB,OK,1985,77611

NGRCB,OK,1986,68162

NGRCB,OK,1987,66149

NGRCB,OK,1988,74674

NGRCB,OK,1989,73372

NGRCB,OK,1990,66998

NGRCB,OK,1991,70112

NGRCB,OK,1992,67205

NGRCB,OK,1993,80009

NGRCB,OK,1994,71002

NGRCB,OK,1995,69706

NGRCB,OK,1996,78360

NGRCB,OK,1997,72183

NGRCB,OK,1998,66964

NGRCB,OK,1999,62882

NGRCB,OK,2000,67406

NGRCB,OK,2001,66330

NGRCB,OK,2002,69149

NGRCB,OK,2003,67674

NGRCB,OK,2004,61281

NGRCB,OK,2005,61145

NGRCB,OK,2006,54493

NGRCB,OK,2007,61616

NGRCB,OK,2008,68531

NGRCB,OK,2009,64331

NGRCB,OK,2010,67438

NGRCB,OK,2011,63194

NGRCB,OK,2012,50645

NGRCB,OK,2013,68448

NGRCB,OK,2014,71692

NGRCB,OK,2015,62142

NGRCB,OK,2016,53010

NGRCB,OK,2017,53248

NGRCB,OK,2018,69555

NGRCB,OK,2019,70037

NGRCB,OR,1960,7025

NGRCB,OR,1961,7336

NGRCB,OR,1962,8256

NGRCB,OR,1963,9793

NGRCB,OR,1964,11999

NGRCB,OR,1965,11623

NGRCB,OR,1966,13540

NGRCB,OR,1967,14219

NGRCB,OR,1968,15943

NGRCB,OR,1969,21614

NGRCB,OR,1970,20630

NGRCB,OR,1971,22172

NGRCB,OR,1972,24381

NGRCB,OR,1973,23601

NGRCB,OR,1974,22864

NGRCB,OR,1975,29870

NGRCB,OR,1976,21795

NGRCB,OR,1977,10517

NGRCB,OR,1978,18371

NGRCB,OR,1979,19714

NGRCB,OR,1980,19239

NGRCB,OR,1981,17918

NGRCB,OR,1982,19536

NGRCB,OR,1983,17467

NGRCB,OR,1984,20197

NGRCB,OR,1985,22122

NGRCB,OR,1986,19477

NGRCB,OR,1987,19275

NGRCB,OR,1988,21298

NGRCB,OR,1989,23316

NGRCB,OR,1990,23914

NGRCB,OR,1991,27133

NGRCB,OR,1992,23992

NGRCB,OR,1993,30985

NGRCB,OR,1994,30185

NGRCB,OR,1995,29316

NGRCB,OR,1996,34684

NGRCB,OR,1997,34164

NGRCB,OR,1998,36137

NGRCB,OR,1999,40889

NGRCB,OR,2000,39907

NGRCB,OR,2001,39377

NGRCB,OR,2002,39844

NGRCB,OR,2003,37563

NGRCB,OR,2004,38860

NGRCB,OR,2005,41241

NGRCB,OR,2006,42512

NGRCB,OR,2007,44289

NGRCB,OR,2008,46175

NGRCB,OR,2009,45964

NGRCB,OR,2010,41143

NGRCB,OR,2011,47640

NGRCB,OR,2012,44304

NGRCB,OR,2013,46657

NGRCB,OR,2014,42358

NGRCB,OR,2015,39040

NGRCB,OR,2016,42202

NGRCB,OR,2017,51190

NGRCB,OR,2018,45524

NGRCB,OR,2019,50478

NGRCB,PA,1960,240168

NGRCB,PA,1961,245581

NGRCB,PA,1962,253593

NGRCB,PA,1963,260251

NGRCB,PA,1964,261525

NGRCB,PA,1965,265322

NGRCB,PA,1966,285121

NGRCB,PA,1967,289331

NGRCB,PA,1968,295415

NGRCB,PA,1969,304763

NGRCB,PA,1970,306824

NGRCB,PA,1971,314370

NGRCB,PA,1972,315585

NGRCB,PA,1973,303071

NGRCB,PA,1974,278383

NGRCB,PA,1975,279463

NGRCB,PA,1976,297706

NGRCB,PA,1977,283167

NGRCB,PA,1978,292318

NGRCB,PA,1979,294538

NGRCB,PA,1980,294672

NGRCB,PA,1981,292085

NGRCB,PA,1982,280072

NGRCB,PA,1983,259614

NGRCB,PA,1984,274328

NGRCB,PA,1985,253237

NGRCB,PA,1986,264041

NGRCB,PA,1987,260222

NGRCB,PA,1988,277687

NGRCB,PA,1989,281740

NGRCB,PA,1990,249467

NGRCB,PA,1991,251240

NGRCB,PA,1992,276155

NGRCB,PA,1993,278962

NGRCB,PA,1994,278083

NGRCB,PA,1995,271374

NGRCB,PA,1996,288099

NGRCB,PA,1997,271747

NGRCB,PA,1998,225846

NGRCB,PA,1999,250156

NGRCB,PA,2000,271994

NGRCB,PA,2001,251928

NGRCB,PA,2002,248143

NGRCB,PA,2003,275637

NGRCB,PA,2004,257511

NGRCB,PA,2005,255038

NGRCB,PA,2006,213774

NGRCB,PA,2007,240231

NGRCB,PA,2008,238193

NGRCB,PA,2009,236782

NGRCB,PA,2010,231854

NGRCB,PA,2011,228119

NGRCB,PA,2012,205991

NGRCB,PA,2013,243491

NGRCB,PA,2014,267748

NGRCB,PA,2015,247059

NGRCB,PA,2016,224764

NGRCB,PA,2017,228190

NGRCB,PA,2018,262667

NGRCB,PA,2019,245942

NGRCB,RI,1960,6946

NGRCB,RI,1961,7552

NGRCB,RI,1962,8138

NGRCB,RI,1963,8561

NGRCB,RI,1964,8958

NGRCB,RI,1965,9342

NGRCB,RI,1966,9701

NGRCB,RI,1967,10774

NGRCB,RI,1968,11050

NGRCB,RI,1969,11852

NGRCB,RI,1970,12191

NGRCB,RI,1971,12415

NGRCB,RI,1972,13571

NGRCB,RI,1973,11599

NGRCB,RI,1974,13085

NGRCB,RI,1975,13225

NGRCB,RI,1976,12478

NGRCB,RI,1977,13690

NGRCB,RI,1978,13785

NGRCB,RI,1979,13546

NGRCB,RI,1980,14252

NGRCB,RI,1981,14741

NGRCB,RI,1982,15364

NGRCB,RI,1983,14224

NGRCB,RI,1984,15492

NGRCB,RI,1985,15485

NGRCB,RI,1986,16567

NGRCB,RI,1987,17202

NGRCB,RI,1988,18155

NGRCB,RI,1989,18769

NGRCB,RI,1990,18198

NGRCB,RI,1991,17836

NGRCB,RI,1992,20333

NGRCB,RI,1993,20293

NGRCB,RI,1994,17972

NGRCB,RI,1995,17840

NGRCB,RI,1996,20718

NGRCB,RI,1997,18814

NGRCB,RI,1998,16907

NGRCB,RI,1999,17105

NGRCB,RI,2000,19530

NGRCB,RI,2001,18464

NGRCB,RI,2002,18075

NGRCB,RI,2003,20703

NGRCB,RI,2004,19995

NGRCB,RI,2005,19482

NGRCB,RI,2006,17158

NGRCB,RI,2007,18142

NGRCB,RI,2008,18122

NGRCB,RI,2009,18343

NGRCB,RI,2010,17332

NGRCB,RI,2011,17267

NGRCB,RI,2012,16364

NGRCB,RI,2013,18789

NGRCB,RI,2014,20287

NGRCB,RI,2015,20606

NGRCB,RI,2016,17732

NGRCB,RI,2017,18983

NGRCB,RI,2018,21136

NGRCB,RI,2019,20479

NGRCB,SC,1960,7086

NGRCB,SC,1961,8015

NGRCB,SC,1962,9488

NGRCB,SC,1963,10703

NGRCB,SC,1964,12075

NGRCB,SC,1965,12436

NGRCB,SC,1966,12137

NGRCB,SC,1967,14325

NGRCB,SC,1968,17359

NGRCB,SC,1969,18816

NGRCB,SC,1970,19460

NGRCB,SC,1971,20156

NGRCB,SC,1972,21188

NGRCB,SC,1973,23332

NGRCB,SC,1974,20881

NGRCB,SC,1975,18638

NGRCB,SC,1976,33991

NGRCB,SC,1977,32573

NGRCB,SC,1978,29096

NGRCB,SC,1979,17948

NGRCB,SC,1980,19491

NGRCB,SC,1981,19417

NGRCB,SC,1982,18075

NGRCB,SC,1983,19247

NGRCB,SC,1984,19746

NGRCB,SC,1985,16894

NGRCB,SC,1986,17965

NGRCB,SC,1987,20766

NGRCB,SC,1988,21349

NGRCB,SC,1989,21006

NGRCB,SC,1990,18915

NGRCB,SC,1991,20144

NGRCB,SC,1992,22998

NGRCB,SC,1993,25053

NGRCB,SC,1994,24218

NGRCB,SC,1995,25847

NGRCB,SC,1996,30291

NGRCB,SC,1997,26544

NGRCB,SC,1998,26299

NGRCB,SC,1999,26412

NGRCB,SC,2000,29885

NGRCB,SC,2001,28532

NGRCB,SC,2002,28531

NGRCB,SC,2003,30228

NGRCB,SC,2004,30349

NGRCB,SC,2005,29614

NGRCB,SC,2006,25870

NGRCB,SC,2007,26075

NGRCB,SC,2008,28002

NGRCB,SC,2009,28011

NGRCB,SC,2010,33165

NGRCB,SC,2011,27428

NGRCB,SC,2012,23280

NGRCB,SC,2013,29158

NGRCB,SC,2014,32652

NGRCB,SC,2015,29277

NGRCB,SC,2016,28430

NGRCB,SC,2017,26363

NGRCB,SC,2018,32821

NGRCB,SC,2019,29663

NGRCB,SD,1960,7932

NGRCB,SD,1961,8176

NGRCB,SD,1962,8855

NGRCB,SD,1963,8364

NGRCB,SD,1964,9274

NGRCB,SD,1965,10065

NGRCB,SD,1966,9813

NGRCB,SD,1967,9950

NGRCB,SD,1968,10354

NGRCB,SD,1969,12971

NGRCB,SD,1970,13839

NGRCB,SD,1971,12486

NGRCB,SD,1972,13239

NGRCB,SD,1973,11219

NGRCB,SD,1974,11327

NGRCB,SD,1975,11969

NGRCB,SD,1976,14497

NGRCB,SD,1977,14142

NGRCB,SD,1978,14863

NGRCB,SD,1979,11779

NGRCB,SD,1980,10538

NGRCB,SD,1981,9778

NGRCB,SD,1982,11573

NGRCB,SD,1983,10765

NGRCB,SD,1984,11115

NGRCB,SD,1985,11471

NGRCB,SD,1986,10610

NGRCB,SD,1987,9409

NGRCB,SD,1988,10901

NGRCB,SD,1989,11535

NGRCB,SD,1990,10366

NGRCB,SD,1991,11421

NGRCB,SD,1992,10953

NGRCB,SD,1993,12592

NGRCB,SD,1994,12177

NGRCB,SD,1995,12785

NGRCB,SD,1996,14281

NGRCB,SD,1997,13440

NGRCB,SD,1998,11749

NGRCB,SD,1999,11825

NGRCB,SD,2000,12651

NGRCB,SD,2001,12276

NGRCB,SD,2002,12892

NGRCB,SD,2003,13217

NGRCB,SD,2004,12315

NGRCB,SD,2005,12296

NGRCB,SD,2006,11546

NGRCB,SD,2007,12432

NGRCB,SD,2008,13605

NGRCB,SD,2009,13624

NGRCB,SD,2010,12878

NGRCB,SD,2011,13027

NGRCB,SD,2012,10933

NGRCB,SD,2013,14352

NGRCB,SD,2014,14797

NGRCB,SD,2015,12383

NGRCB,SD,2016,12312

NGRCB,SD,2017,12808

NGRCB,SD,2018,15234

NGRCB,SD,2019,16048

NGRCB,TN,1960,35054

NGRCB,TN,1961,35112

NGRCB,TN,1962,36764

NGRCB,TN,1963,42753

NGRCB,TN,1964,38434

NGRCB,TN,1965,38868

NGRCB,TN,1966,42669

NGRCB,TN,1967,43409

NGRCB,TN,1968,45492

NGRCB,TN,1969,47166

NGRCB,TN,1970,47596

NGRCB,TN,1971,48026

NGRCB,TN,1972,54869

NGRCB,TN,1973,46940

NGRCB,TN,1974,44458

NGRCB,TN,1975,45385

NGRCB,TN,1976,45018

NGRCB,TN,1977,44879

NGRCB,TN,1978,40922

NGRCB,TN,1979,46607

NGRCB,TN,1980,45612

NGRCB,TN,1981,42527

NGRCB,TN,1982,43032

NGRCB,TN,1983,41530

NGRCB,TN,1984,45102

NGRCB,TN,1985,40775

NGRCB,TN,1986,41528

NGRCB,TN,1987,44874

NGRCB,TN,1988,49146

NGRCB,TN,1989,50771

NGRCB,TN,1990,47963

NGRCB,TN,1991,50986

NGRCB,TN,1992,53839

NGRCB,TN,1993,60985

NGRCB,TN,1994,59170

NGRCB,TN,1995,61859

NGRCB,TN,1996,72679

NGRCB,TN,1997,66123

NGRCB,TN,1998,61179

NGRCB,TN,1999,62201

NGRCB,TN,2000,70966

NGRCB,TN,2001,70569

NGRCB,TN,2002,71554

NGRCB,TN,2003,72050

NGRCB,TN,2004,67491

NGRCB,TN,2005,68616

NGRCB,TN,2006,63356

NGRCB,TN,2007,63069

NGRCB,TN,2008,71753

NGRCB,TN,2009,67961

NGRCB,TN,2010,76044

NGRCB,TN,2011,68196

NGRCB,TN,2012,54628

NGRCB,TN,2013,72595

NGRCB,TN,2014,80605

NGRCB,TN,2015,69704

NGRCB,TN,2016,61201

NGRCB,TN,2017,58910

NGRCB,TN,2018,77947

NGRCB,TN,2019,71609

NGRCB,TX,1960,177678

NGRCB,TX,1961,172005

NGRCB,TX,1962,203308

NGRCB,TX,1963,205599

NGRCB,TX,1964,199465

NGRCB,TX,1965,189346

NGRCB,TX,1966,204798

NGRCB,TX,1967,210269

NGRCB,TX,1968,219810

NGRCB,TX,1969,229116

NGRCB,TX,1970,238458

NGRCB,TX,1971,243796

NGRCB,TX,1972,247653

NGRCB,TX,1973,248727

NGRCB,TX,1974,229657

NGRCB,TX,1975,239211

NGRCB,TX,1976,242404

NGRCB,TX,1977,277404

NGRCB,TX,1978,281836

NGRCB,TX,1979,325187

NGRCB,TX,1980,231735

NGRCB,TX,1981,215960

NGRCB,TX,1982,228332

NGRCB,TX,1983,221321

NGRCB,TX,1984,239408

NGRCB,TX,1985,220990

NGRCB,TX,1986,202904

NGRCB,TX,1987,219606

NGRCB,TX,1988,218376

NGRCB,TX,1989,239195

NGRCB,TX,1990,219535

NGRCB,TX,1991,231096

NGRCB,TX,1992,225431

NGRCB,TX,1993,238378

NGRCB,TX,1994,222559

NGRCB,TX,1995,215150

NGRCB,TX,1996,237724

NGRCB,TX,1997,242059

NGRCB,TX,1998,209377

NGRCB,TX,1999,182537

NGRCB,TX,2000,200025

NGRCB,TX,2001,213389

NGRCB,TX,2002,216915

NGRCB,TX,2003,212686

NGRCB,TX,2004,197423

NGRCB,TX,2005,190300

NGRCB,TX,2006,170587

NGRCB,TX,2007,205049

NGRCB,TX,2008,197875

NGRCB,TX,2009,196905

NGRCB,TX,2010,233911

NGRCB,TX,2011,205559

NGRCB,TX,2012,174830

NGRCB,TX,2013,212250

NGRCB,TX,2014,242475

NGRCB,TX,2015,218847

NGRCB,TX,2016,180599

NGRCB,TX,2017,168814

NGRCB,TX,2018,233426

NGRCB,TX,2019,234074

NGRCB,US,1960,3211778

NGRCB,US,1961,3362278

NGRCB,US,1962,3600313

NGRCB,US,1963,3695298

NGRCB,US,1964,3899561

NGRCB,US,1965,4019289

NGRCB,US,1966,4260480

NGRCB,US,1967,4439768

NGRCB,US,1968,4578382

NGRCB,US,1969,4864353

NGRCB,US,1970,4952555

NGRCB,US,1971,5092382

NGRCB,US,1972,5256905

NGRCB,US,1973,5000504

NGRCB,US,1974,4898047

NGRCB,US,1975,5024138

NGRCB,US,1976,5148694

NGRCB,US,1977,4914366

NGRCB,US,1978,4986933

NGRCB,US,1979,5052424

NGRCB,US,1980,4855372

NGRCB,US,1981,4652074

NGRCB,US,1982,4750724

NGRCB,US,1983,4514524

NGRCB,US,1984,4684963

NGRCB,US,1985,4566059

NGRCB,US,1986,4432331

NGRCB,US,1987,4435733

NGRCB,US,1988,4757443

NGRCB,US,1989,4926458

NGRCB,US,1990,4519056

